Year,state_name,per_IDU
2008,Alabama,7.520891364902507
2008,Alaska,7.894736842105263
2008,Arizona,11.11111111111111
2008,Arkansas,7.28744939271255
2008,California,7.615720524017468
2008,Colorado,4.835164835164836
2008,Connecticut,15.126050420168067
2008,Delaware,13.043478260869565
2008,"Washington, D.C.",13.157894736842104
2008,Florida,6.762879677798288
2008,Georgia,7.557227971150832
2008,Hawaii,3.488372093023256
2008,Idaho,0
2008,Illinois,11.616702355460387
2008,Indiana,7.974137931034483
2008,Iowa,7.291666666666667
2008,Kansas,7.801418439716312
2008,Kentucky,10.571428571428571
2008,Louisiana,11.606313834726091
2008,Maine,11.11111111111111
2008,Maryland,16.91800188501414
2008,Massachusetts,16.933333333333334
2008,Michigan,8.312020460358056
2008,Minnesota,6.325301204819277
2008,Mississippi,8.108108108108109
2008,Missouri,5.301645338208409
2008,Montana,13.636363636363635
2008,Nebraska,7.216494845360824
2008,Nevada,8.354430379746836
2008,New Hampshire,NA
2008,New Jersey,17.456021650879567
2008,New Mexico,11.18421052631579
2008,New York,13.186132893107718
2008,North Carolina,7.098591549295774
2008,North Dakota,0
2008,Ohio,5.550329256820319
2008,Oklahoma,11.498257839721255
2008,Oregon,9.090909090909092
2008,Pennsylvania,14.547473625763466
2008,Rhode Island,21.6
2008,South Carolina,7.64872521246459
2008,South Dakota,13.793103448275861
2008,Tennessee,4.9
2008,Texas,9.539789069990412
2008,Utah,7.936507936507936
2008,Vermont,26.31578947368421
2008,Virginia,6.116774791473587
2008,Washington,6.641366223908918
2008,West Virginia,13.253012048192772
2008,Wisconsin,7.142857142857142
2008,Wyoming,13.043478260869565
2009,Alabama,5.873925501432665
2009,Alaska,19.047619047619047
2009,Arizona,10.26438569206843
2009,Arkansas,8.391608391608392
2009,California,6.784335355763928
2009,Colorado,3.684210526315789
2009,Connecticut,16.246498599439775
2009,Delaware,14.37908496732026
2009,"Washington, D.C.",11.977401129943503
2009,Florida,6.233009708737864
2009,Georgia,6.475548060708262
2009,Hawaii,8.421052631578947
2009,Idaho,8.16326530612245
2009,Illinois,9.040178571428571
2009,Indiana,6.0344827586206895
2009,Iowa,10.833333333333334
2009,Kansas,5.921052631578947
2009,Kentucky,8.405797101449275
2009,Louisiana,12.195121951219512
2009,Maine,12.727272727272727
2009,Maryland,12.421652421652421
2009,Massachusetts,14.592274678111588
2009,Michigan,6.443618339529119
2009,Minnesota,3.926701570680628
2009,Mississippi,6.237424547283702
2009,Missouri,4.222648752399232
2009,Montana,6.25
2009,Nebraska,9.25925925925926
2009,Nevada,6.775067750677506
2009,New Hampshire,NA
2009,New Jersey,18.6159169550173
2009,New Mexico,11.728395061728394
2009,New York,11.96717574652382
2009,North Carolina,6.447613143211408
2009,North Dakota,7.6923076923076925
2009,Ohio,5.529075309818875
2009,Oklahoma,9.333333333333334
2009,Oregon,9.56175298804781
2009,Pennsylvania,14.413341274568195
2009,Rhode Island,14.754098360655737
2009,South Carolina,6.005221932114883
2009,South Dakota,4.545454545454546
2009,Tennessee,5.775401069518717
2009,Texas,7.950367647058823
2009,Utah,4.918032786885246
2009,Vermont,22.22222222222222
2009,Virginia,5.964214711729622
2009,Washington,6.96798493408663
2009,West Virginia,12.195121951219512
2009,Wisconsin,8.633093525179856
2009,Wyoming,15
2010,Alabama,5.865102639296188
2010,Alaska,8.571428571428571
2010,Arizona,8.051529790660226
2010,Arkansas,7.6923076923076925
2010,California,7.052132701421801
2010,Colorado,3.546099290780142
2010,Connecticut,16.414141414141415
2010,Delaware,6.153846153846154
2010,"Washington, D.C.",9.27960927960928
2010,Florida,5.594554350138268
2010,Georgia,5.769951292618958
2010,Hawaii,9.523809523809524
2010,Idaho,11.11111111111111
2010,Illinois,8.486646884272997
2010,Indiana,5.544147843942506
2010,Iowa,5.3097345132743365
2010,Kansas,2.2058823529411766
2010,Kentucky,7.738095238095238
2010,Louisiana,10.27027027027027
2010,Maine,7.142857142857142
2010,Maryland,10.337202874516308
2010,Massachusetts,15.546218487394958
2010,Michigan,7.5718015665796345
2010,Minnesota,5.029585798816568
2010,Mississippi,6.768558951965066
2010,Missouri,5.4101221640488655
2010,Montana,5
2010,Nebraska,7.82608695652174
2010,Nevada,5.570291777188329
2010,New Hampshire,NA
2010,New Jersey,15.670553935860058
2010,New Mexico,6.756756756756757
2010,New York,10.877106045589693
2010,North Carolina,6.344827586206897
2010,North Dakota,7.6923076923076925
2010,Ohio,4.2682926829268295
2010,Oklahoma,6.993006993006993
2010,Oregon,6.198347107438017
2010,Pennsylvania,11.443779108449768
2010,Rhode Island,13.675213675213676
2010,South Carolina,5.844155844155844
2010,South Dakota,9.375
2010,Tennessee,4.2105263157894735
2010,Texas,7.354260089686099
2010,Utah,3.614457831325301
2010,Vermont,0
2010,Virginia,4.9504950495049505
2010,Washington,7.222222222222221
2010,West Virginia,7.792207792207792
2010,Wisconsin,5.577689243027888
2010,Wyoming,15.789473684210526
2011,Alabama,3.9473684210526314
2011,Alaska,16.666666666666664
2011,Arizona,10.460992907801419
2011,Arkansas,4.545454545454546
2011,California,5.8008315185111865
2011,Colorado,5.149051490514905
2011,Connecticut,11.1731843575419
2011,Delaware,7.079646017699115
2011,"Washington, D.C.",6.923076923076923
2011,Florida,4.139715394566624
2011,Georgia,6.2983425414364635
2011,Hawaii,8.433734939759036
2011,Idaho,5.714285714285714
2011,Illinois,7.225258044930176
2011,Indiana,3.4261241970021414
2011,Iowa,2.608695652173913
2011,Kansas,8.88888888888889
2011,Kentucky,6.129032258064516
2011,Louisiana,9.136212624584719
2011,Maine,12.244897959183673
2011,Maryland,8.577263444520081
2011,Massachusetts,14.589235127478753
2011,Michigan,6.2095730918499354
2011,Minnesota,2.6936026936026933
2011,Mississippi,4.562737642585551
2011,Missouri,4.961832061068702
2011,Montana,13.636363636363635
2011,Nebraska,2.5316455696202533
2011,Nevada,5.483028720626632
2011,New Hampshire,NA
2011,New Jersey,14.189756507136861
2011,New Mexico,12.408759124087592
2011,New York,10.077519379844961
2011,North Carolina,6.771545827633379
2011,North Dakota,0
2011,Ohio,5.3742802303262955
2011,Oklahoma,10.509554140127388
2011,Oregon,8.29875518672199
2011,Pennsylvania,10.473457675753227
2011,Rhode Island,3.9603960396039604
2011,South Carolina,4.993252361673414
2011,South Dakota,33.33333333333333
